[GIN-debug] [WARNING] Running in "debug" mode. Switch to "release" mode in production.
 - using env:	export GIN_MODE=release
 - using code:	gin.SetMode(gin.ReleaseMode)

[GIN-debug] GET    /api/health               --> fractal-engine/internal/api.(*Handler).Health-fm (4 handlers)
[GIN-debug] GET    /api/ready                --> fractal-engine/internal/api.(*Handler).Ready-fm (4 handlers)
[GIN-debug] GET    /api/info                 --> fractal-engine/internal/api.(*Handler).Info-fm (4 handlers)
[GIN-debug] GET    /api/status               --> fractal-engine/internal/api.(*Handler).Status-fm (4 handlers)
[GIN-debug] GET    /api/load/cpu             --> fractal-engine/internal/api.(*Handler).CPULoad-fm (4 handlers)
[GIN-debug] GET    /api/load/latency         --> fractal-engine/internal/api.(*Handler).LatencyLoad-fm (4 handlers)
[GIN-debug] GET    /api/load/mixed           --> fractal-engine/internal/api.(*Handler).MixedLoad-fm (4 handlers)
[GIN-debug] GET    /                         --> fractal-engine/internal/api.NewRouter.func1 (4 handlers)
time=2026-04-18T02:26:52.611+03:00 level=INFO msg="request completed" request_id=req-000264 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.612+03:00 level=INFO msg="request completed" request_id=req-000265 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.663+03:00 level=INFO msg="request completed" request_id=req-000266 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.663+03:00 level=INFO msg="request completed" request_id=req-000267 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.671+03:00 level=INFO msg="request completed" request_id=req-000268 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.711+03:00 level=INFO msg="request completed" request_id=req-000269 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.711+03:00 level=INFO msg="request completed" request_id=req-000270 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.716+03:00 level=INFO msg="request completed" request_id=req-000271 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.716+03:00 level=INFO msg="request completed" request_id=req-000272 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.721+03:00 level=INFO msg="request completed" request_id=req-000273 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.723+03:00 level=INFO msg="request completed" request_id=req-000274 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.723+03:00 level=INFO msg="request completed" request_id=req-000275 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.733+03:00 level=INFO msg="request completed" request_id=req-000276 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.734+03:00 level=INFO msg="request completed" request_id=req-000277 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.735+03:00 level=INFO msg="request completed" request_id=req-000278 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.756+03:00 level=INFO msg="request completed" request_id=req-000279 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.765+03:00 level=INFO msg="request completed" request_id=req-000280 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.783+03:00 level=INFO msg="request completed" request_id=req-000281 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.784+03:00 level=INFO msg="request completed" request_id=req-000282 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.806+03:00 level=INFO msg="request completed" request_id=req-000283 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.812+03:00 level=INFO msg="request completed" request_id=req-000284 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.812+03:00 level=INFO msg="request completed" request_id=req-000285 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.818+03:00 level=INFO msg="request completed" request_id=req-000286 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.819+03:00 level=INFO msg="request completed" request_id=req-000287 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.819+03:00 level=INFO msg="request completed" request_id=req-000288 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.823+03:00 level=INFO msg="request completed" request_id=req-000289 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.828+03:00 level=INFO msg="request completed" request_id=req-000290 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.830+03:00 level=INFO msg="request completed" request_id=req-000291 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.864+03:00 level=INFO msg="request completed" request_id=req-000292 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.864+03:00 level=INFO msg="request completed" request_id=req-000293 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.865+03:00 level=INFO msg="request completed" request_id=req-000294 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.866+03:00 level=INFO msg="request completed" request_id=req-000295 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.866+03:00 level=INFO msg="request completed" request_id=req-000296 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.868+03:00 level=INFO msg="request completed" request_id=req-000297 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.911+03:00 level=INFO msg="request completed" request_id=req-000298 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.929+03:00 level=INFO msg="request completed" request_id=req-000299 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.931+03:00 level=INFO msg="request completed" request_id=req-000300 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.931+03:00 level=INFO msg="request completed" request_id=req-000301 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.980+03:00 level=INFO msg="request completed" request_id=req-000302 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:52.995+03:00 level=INFO msg="request completed" request_id=req-000303 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.000+03:00 level=INFO msg="request completed" request_id=req-000304 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.000+03:00 level=INFO msg="request completed" request_id=req-000305 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.032+03:00 level=INFO msg="request completed" request_id=req-000306 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.043+03:00 level=INFO msg="request completed" request_id=req-000307 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.045+03:00 level=INFO msg="request completed" request_id=req-000308 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.045+03:00 level=INFO msg="request completed" request_id=req-000309 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.050+03:00 level=INFO msg="request completed" request_id=req-000310 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.052+03:00 level=INFO msg="request completed" request_id=req-000311 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.052+03:00 level=INFO msg="request completed" request_id=req-000312 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.054+03:00 level=INFO msg="request completed" request_id=req-000313 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.055+03:00 level=INFO msg="request completed" request_id=req-000314 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.067+03:00 level=INFO msg="request completed" request_id=req-000315 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.070+03:00 level=INFO msg="request completed" request_id=req-000316 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.071+03:00 level=INFO msg="request completed" request_id=req-000317 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.073+03:00 level=INFO msg="request completed" request_id=req-000318 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.073+03:00 level=INFO msg="request completed" request_id=req-000319 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.096+03:00 level=INFO msg="request completed" request_id=req-000320 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.137+03:00 level=INFO msg="request completed" request_id=req-000321 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.137+03:00 level=INFO msg="request completed" request_id=req-000322 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.139+03:00 level=INFO msg="request completed" request_id=req-000323 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.140+03:00 level=INFO msg="request completed" request_id=req-000324 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.141+03:00 level=INFO msg="request completed" request_id=req-000325 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.141+03:00 level=INFO msg="request completed" request_id=req-000326 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.142+03:00 level=INFO msg="request completed" request_id=req-000327 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.142+03:00 level=INFO msg="request completed" request_id=req-000328 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.144+03:00 level=INFO msg="request completed" request_id=req-000329 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.144+03:00 level=INFO msg="request completed" request_id=req-000330 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.144+03:00 level=INFO msg="request completed" request_id=req-000331 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.151+03:00 level=INFO msg="request completed" request_id=req-000332 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.154+03:00 level=INFO msg="request completed" request_id=req-000333 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.169+03:00 level=INFO msg="request completed" request_id=req-000334 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.171+03:00 level=INFO msg="request completed" request_id=req-000335 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.172+03:00 level=INFO msg="request completed" request_id=req-000336 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.173+03:00 level=INFO msg="request completed" request_id=req-000337 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.174+03:00 level=INFO msg="request completed" request_id=req-000338 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.181+03:00 level=INFO msg="request completed" request_id=req-000339 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.215+03:00 level=INFO msg="request completed" request_id=req-000340 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.224+03:00 level=INFO msg="request completed" request_id=req-000341 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.236+03:00 level=INFO msg="request completed" request_id=req-000342 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.248+03:00 level=INFO msg="request completed" request_id=req-000343 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.248+03:00 level=INFO msg="request completed" request_id=req-000344 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.249+03:00 level=INFO msg="request completed" request_id=req-000345 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.259+03:00 level=INFO msg="request completed" request_id=req-000346 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.295+03:00 level=INFO msg="request completed" request_id=req-000347 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.295+03:00 level=INFO msg="request completed" request_id=req-000348 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.325+03:00 level=INFO msg="request completed" request_id=req-000349 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.403+03:00 level=INFO msg="request completed" request_id=req-000350 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.404+03:00 level=INFO msg="request completed" request_id=req-000351 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.405+03:00 level=INFO msg="request completed" request_id=req-000352 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.406+03:00 level=INFO msg="request completed" request_id=req-000353 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.406+03:00 level=INFO msg="request completed" request_id=req-000354 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.417+03:00 level=INFO msg="request completed" request_id=req-000355 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.419+03:00 level=INFO msg="request completed" request_id=req-000356 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.420+03:00 level=INFO msg="request completed" request_id=req-000357 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.421+03:00 level=INFO msg="request completed" request_id=req-000358 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.422+03:00 level=INFO msg="request completed" request_id=req-000359 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.442+03:00 level=INFO msg="request completed" request_id=req-000360 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.446+03:00 level=INFO msg="request completed" request_id=req-000361 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.451+03:00 level=INFO msg="request completed" request_id=req-000362 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.484+03:00 level=INFO msg="request completed" request_id=req-000363 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.484+03:00 level=INFO msg="request completed" request_id=req-000364 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.485+03:00 level=INFO msg="request completed" request_id=req-000365 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.485+03:00 level=INFO msg="request completed" request_id=req-000366 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.487+03:00 level=INFO msg="request completed" request_id=req-000367 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.487+03:00 level=INFO msg="request completed" request_id=req-000368 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.488+03:00 level=INFO msg="request completed" request_id=req-000369 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.496+03:00 level=INFO msg="request completed" request_id=req-000370 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.496+03:00 level=INFO msg="request completed" request_id=req-000371 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.496+03:00 level=INFO msg="request completed" request_id=req-000372 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.496+03:00 level=INFO msg="request completed" request_id=req-000373 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.498+03:00 level=INFO msg="request completed" request_id=req-000374 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.499+03:00 level=INFO msg="request completed" request_id=req-000375 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.508+03:00 level=INFO msg="request completed" request_id=req-000376 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.515+03:00 level=INFO msg="request completed" request_id=req-000377 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.522+03:00 level=INFO msg="request completed" request_id=req-000378 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.532+03:00 level=INFO msg="request completed" request_id=req-000379 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.533+03:00 level=INFO msg="request completed" request_id=req-000380 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.536+03:00 level=INFO msg="request completed" request_id=req-000381 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.536+03:00 level=INFO msg="request completed" request_id=req-000382 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.537+03:00 level=INFO msg="request completed" request_id=req-000383 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.537+03:00 level=INFO msg="request completed" request_id=req-000384 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.538+03:00 level=INFO msg="request completed" request_id=req-000385 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.548+03:00 level=INFO msg="request completed" request_id=req-000386 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.580+03:00 level=INFO msg="request completed" request_id=req-000387 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.583+03:00 level=INFO msg="request completed" request_id=req-000388 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.584+03:00 level=INFO msg="request completed" request_id=req-000389 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.620+03:00 level=INFO msg="request completed" request_id=req-000390 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.621+03:00 level=INFO msg="request completed" request_id=req-000391 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.624+03:00 level=INFO msg="request completed" request_id=req-000392 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.627+03:00 level=INFO msg="request completed" request_id=req-000393 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.642+03:00 level=INFO msg="request completed" request_id=req-000394 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.648+03:00 level=INFO msg="request completed" request_id=req-000395 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.655+03:00 level=INFO msg="request completed" request_id=req-000396 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.655+03:00 level=INFO msg="request completed" request_id=req-000397 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.657+03:00 level=INFO msg="request completed" request_id=req-000398 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.665+03:00 level=INFO msg="request completed" request_id=req-000399 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.693+03:00 level=INFO msg="request completed" request_id=req-000400 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.693+03:00 level=INFO msg="request completed" request_id=req-000401 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.693+03:00 level=INFO msg="request completed" request_id=req-000402 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.701+03:00 level=INFO msg="request completed" request_id=req-000403 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.708+03:00 level=INFO msg="request completed" request_id=req-000404 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.717+03:00 level=INFO msg="request completed" request_id=req-000405 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.717+03:00 level=INFO msg="request completed" request_id=req-000406 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.723+03:00 level=INFO msg="request completed" request_id=req-000407 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.797+03:00 level=INFO msg="request completed" request_id=req-000408 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.810+03:00 level=INFO msg="request completed" request_id=req-000409 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.820+03:00 level=INFO msg="request completed" request_id=req-000410 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.855+03:00 level=INFO msg="request completed" request_id=req-000411 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.855+03:00 level=INFO msg="request completed" request_id=req-000412 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.856+03:00 level=INFO msg="request completed" request_id=req-000413 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.856+03:00 level=INFO msg="request completed" request_id=req-000414 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.859+03:00 level=INFO msg="request completed" request_id=req-000415 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.859+03:00 level=INFO msg="request completed" request_id=req-000416 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.860+03:00 level=INFO msg="request completed" request_id=req-000417 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:26:53.861+03:00 level=INFO msg="request completed" request_id=req-000418 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
