[GIN-debug] [WARNING] Running in "debug" mode. Switch to "release" mode in production.
 - using env:	export GIN_MODE=release
 - using code:	gin.SetMode(gin.ReleaseMode)

[GIN-debug] GET    /api/health               --> fractal-engine/internal/api.(*Handler).Health-fm (4 handlers)
[GIN-debug] GET    /api/ready                --> fractal-engine/internal/api.(*Handler).Ready-fm (4 handlers)
[GIN-debug] GET    /api/info                 --> fractal-engine/internal/api.(*Handler).Info-fm (4 handlers)
[GIN-debug] GET    /api/status               --> fractal-engine/internal/api.(*Handler).Status-fm (4 handlers)
[GIN-debug] GET    /api/load/cpu             --> fractal-engine/internal/api.(*Handler).CPULoad-fm (4 handlers)
[GIN-debug] GET    /api/load/latency         --> fractal-engine/internal/api.(*Handler).LatencyLoad-fm (4 handlers)
[GIN-debug] GET    /api/load/mixed           --> fractal-engine/internal/api.(*Handler).MixedLoad-fm (4 handlers)
[GIN-debug] GET    /                         --> fractal-engine/internal/api.NewRouter.func1 (4 handlers)
time=2026-04-18T02:27:00.354+03:00 level=INFO msg="request completed" request_id=req-000819 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.354+03:00 level=INFO msg="request completed" request_id=req-000820 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.355+03:00 level=INFO msg="request completed" request_id=req-000821 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.355+03:00 level=INFO msg="request completed" request_id=req-000822 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.355+03:00 level=INFO msg="request completed" request_id=req-000823 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.355+03:00 level=INFO msg="request completed" request_id=req-000824 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.360+03:00 level=INFO msg="request completed" request_id=req-000825 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.362+03:00 level=INFO msg="request completed" request_id=req-000826 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.362+03:00 level=INFO msg="request completed" request_id=req-000827 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.364+03:00 level=INFO msg="request completed" request_id=req-000828 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.365+03:00 level=INFO msg="request completed" request_id=req-000829 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.367+03:00 level=INFO msg="request completed" request_id=req-000830 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.508+03:00 level=INFO msg="request completed" request_id=req-000831 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.542+03:00 level=INFO msg="request completed" request_id=req-000832 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.654+03:00 level=INFO msg="request completed" request_id=req-000833 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.654+03:00 level=INFO msg="request completed" request_id=req-000834 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.654+03:00 level=INFO msg="request completed" request_id=req-000835 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.656+03:00 level=INFO msg="request completed" request_id=req-000836 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.658+03:00 level=INFO msg="request completed" request_id=req-000837 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.659+03:00 level=INFO msg="request completed" request_id=req-000838 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.659+03:00 level=INFO msg="request completed" request_id=req-000839 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.685+03:00 level=INFO msg="request completed" request_id=req-000840 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.696+03:00 level=INFO msg="request completed" request_id=req-000841 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.701+03:00 level=INFO msg="request completed" request_id=req-000842 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.709+03:00 level=INFO msg="request completed" request_id=req-000843 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.715+03:00 level=INFO msg="request completed" request_id=req-000844 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.730+03:00 level=INFO msg="request completed" request_id=req-000845 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.899+03:00 level=INFO msg="request completed" request_id=req-000846 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.899+03:00 level=INFO msg="request completed" request_id=req-000847 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.903+03:00 level=INFO msg="request completed" request_id=req-000848 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.913+03:00 level=INFO msg="request completed" request_id=req-000849 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.913+03:00 level=INFO msg="request completed" request_id=req-000850 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.913+03:00 level=INFO msg="request completed" request_id=req-000851 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.917+03:00 level=INFO msg="request completed" request_id=req-000852 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.917+03:00 level=INFO msg="request completed" request_id=req-000853 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.931+03:00 level=INFO msg="request completed" request_id=req-000855 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.931+03:00 level=INFO msg="request completed" request_id=req-000854 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.944+03:00 level=INFO msg="request completed" request_id=req-000856 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.955+03:00 level=INFO msg="request completed" request_id=req-000857 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.956+03:00 level=INFO msg="request completed" request_id=req-000858 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.956+03:00 level=INFO msg="request completed" request_id=req-000859 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.958+03:00 level=INFO msg="request completed" request_id=req-000860 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.958+03:00 level=INFO msg="request completed" request_id=req-000861 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.959+03:00 level=INFO msg="request completed" request_id=req-000862 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.959+03:00 level=INFO msg="request completed" request_id=req-000863 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:00.961+03:00 level=INFO msg="request completed" request_id=req-000864 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.091+03:00 level=INFO msg="request completed" request_id=req-000865 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.102+03:00 level=INFO msg="request completed" request_id=req-000866 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.103+03:00 level=INFO msg="request completed" request_id=req-000867 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.104+03:00 level=INFO msg="request completed" request_id=req-000868 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.138+03:00 level=INFO msg="request completed" request_id=req-000869 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.140+03:00 level=INFO msg="request completed" request_id=req-000871 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.140+03:00 level=INFO msg="request completed" request_id=req-000870 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.141+03:00 level=INFO msg="request completed" request_id=req-000872 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.141+03:00 level=INFO msg="request completed" request_id=req-000873 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.209+03:00 level=INFO msg="request completed" request_id=req-000874 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.212+03:00 level=INFO msg="request completed" request_id=req-000875 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.212+03:00 level=INFO msg="request completed" request_id=req-000876 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.212+03:00 level=INFO msg="request completed" request_id=req-000877 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.214+03:00 level=INFO msg="request completed" request_id=req-000878 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.214+03:00 level=INFO msg="request completed" request_id=req-000879 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.214+03:00 level=INFO msg="request completed" request_id=req-000880 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.216+03:00 level=INFO msg="request completed" request_id=req-000881 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.233+03:00 level=INFO msg="request completed" request_id=req-000882 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.253+03:00 level=INFO msg="request completed" request_id=req-000883 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.288+03:00 level=INFO msg="request completed" request_id=req-000884 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.288+03:00 level=INFO msg="request completed" request_id=req-000885 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.288+03:00 level=INFO msg="request completed" request_id=req-000886 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.288+03:00 level=INFO msg="request completed" request_id=req-000887 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.303+03:00 level=INFO msg="request completed" request_id=req-000888 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.325+03:00 level=INFO msg="request completed" request_id=req-000889 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.350+03:00 level=INFO msg="request completed" request_id=req-000890 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.352+03:00 level=INFO msg="request completed" request_id=req-000892 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.352+03:00 level=INFO msg="request completed" request_id=req-000891 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.352+03:00 level=INFO msg="request completed" request_id=req-000893 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.361+03:00 level=INFO msg="request completed" request_id=req-000894 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.385+03:00 level=INFO msg="request completed" request_id=req-000895 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.386+03:00 level=INFO msg="request completed" request_id=req-000896 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.392+03:00 level=INFO msg="request completed" request_id=req-000897 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.392+03:00 level=INFO msg="request completed" request_id=req-000898 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.393+03:00 level=INFO msg="request completed" request_id=req-000899 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.394+03:00 level=INFO msg="request completed" request_id=req-000900 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.395+03:00 level=INFO msg="request completed" request_id=req-000901 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.396+03:00 level=INFO msg="request completed" request_id=req-000902 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.414+03:00 level=INFO msg="request completed" request_id=req-000903 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.414+03:00 level=INFO msg="request completed" request_id=req-000904 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.425+03:00 level=INFO msg="request completed" request_id=req-000905 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.438+03:00 level=INFO msg="request completed" request_id=req-000906 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.449+03:00 level=INFO msg="request completed" request_id=req-000907 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.469+03:00 level=INFO msg="request completed" request_id=req-000908 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.489+03:00 level=INFO msg="request completed" request_id=req-000909 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.490+03:00 level=INFO msg="request completed" request_id=req-000910 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.491+03:00 level=INFO msg="request completed" request_id=req-000911 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.491+03:00 level=INFO msg="request completed" request_id=req-000912 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.499+03:00 level=INFO msg="request completed" request_id=req-000913 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.512+03:00 level=INFO msg="request completed" request_id=req-000914 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.515+03:00 level=INFO msg="request completed" request_id=req-000915 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.601+03:00 level=INFO msg="request completed" request_id=req-000916 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.622+03:00 level=INFO msg="request completed" request_id=req-000917 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.622+03:00 level=INFO msg="request completed" request_id=req-000919 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.622+03:00 level=INFO msg="request completed" request_id=req-000918 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.640+03:00 level=INFO msg="request completed" request_id=req-000920 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.640+03:00 level=INFO msg="request completed" request_id=req-000921 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.646+03:00 level=INFO msg="request completed" request_id=req-000922 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.668+03:00 level=INFO msg="request completed" request_id=req-000923 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.668+03:00 level=INFO msg="request completed" request_id=req-000924 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.669+03:00 level=INFO msg="request completed" request_id=req-000925 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.670+03:00 level=INFO msg="request completed" request_id=req-000926 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.670+03:00 level=INFO msg="request completed" request_id=req-000927 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.672+03:00 level=INFO msg="request completed" request_id=req-000928 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.673+03:00 level=INFO msg="request completed" request_id=req-000929 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.673+03:00 level=INFO msg="request completed" request_id=req-000930 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.673+03:00 level=INFO msg="request completed" request_id=req-000931 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.675+03:00 level=INFO msg="request completed" request_id=req-000932 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.675+03:00 level=INFO msg="request completed" request_id=req-000933 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.676+03:00 level=INFO msg="request completed" request_id=req-000934 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.677+03:00 level=INFO msg="request completed" request_id=req-000935 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.678+03:00 level=INFO msg="request completed" request_id=req-000936 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.680+03:00 level=INFO msg="request completed" request_id=req-000937 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.709+03:00 level=INFO msg="request completed" request_id=req-000938 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.735+03:00 level=INFO msg="request completed" request_id=req-000939 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.749+03:00 level=INFO msg="request completed" request_id=req-000940 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.749+03:00 level=INFO msg="request completed" request_id=req-000941 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.750+03:00 level=INFO msg="request completed" request_id=req-000942 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.754+03:00 level=INFO msg="request completed" request_id=req-000943 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.768+03:00 level=INFO msg="request completed" request_id=req-000944 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.771+03:00 level=INFO msg="request completed" request_id=req-000945 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.771+03:00 level=INFO msg="request completed" request_id=req-000946 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.778+03:00 level=INFO msg="request completed" request_id=req-000947 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.792+03:00 level=INFO msg="request completed" request_id=req-000948 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.792+03:00 level=INFO msg="request completed" request_id=req-000949 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.814+03:00 level=INFO msg="request completed" request_id=req-000950 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.814+03:00 level=INFO msg="request completed" request_id=req-000951 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.825+03:00 level=INFO msg="request completed" request_id=req-000952 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.829+03:00 level=INFO msg="request completed" request_id=req-000953 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.835+03:00 level=INFO msg="request completed" request_id=req-000954 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.838+03:00 level=INFO msg="request completed" request_id=req-000955 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.858+03:00 level=INFO msg="request completed" request_id=req-000956 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.858+03:00 level=INFO msg="request completed" request_id=req-000957 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.861+03:00 level=INFO msg="request completed" request_id=req-000958 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.873+03:00 level=INFO msg="request completed" request_id=req-000959 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.892+03:00 level=INFO msg="request completed" request_id=req-000960 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.892+03:00 level=INFO msg="request completed" request_id=req-000961 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.892+03:00 level=INFO msg="request completed" request_id=req-000962 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.899+03:00 level=INFO msg="request completed" request_id=req-000964 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.899+03:00 level=INFO msg="request completed" request_id=req-000963 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.903+03:00 level=INFO msg="request completed" request_id=req-000965 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.903+03:00 level=INFO msg="request completed" request_id=req-000966 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.904+03:00 level=INFO msg="request completed" request_id=req-000967 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.904+03:00 level=INFO msg="request completed" request_id=req-000968 method=GET path=/api/status route=/api/status status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.904+03:00 level=INFO msg="request completed" request_id=req-000970 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.904+03:00 level=INFO msg="request completed" request_id=req-000969 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.906+03:00 level=INFO msg="request completed" request_id=req-000971 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:01.924+03:00 level=INFO msg="request completed" request_id=req-000972 method=GET path=/api/info route=/api/info status=200 duration_ms=0 pod=Sanctuary client_ip=::1
time=2026-04-18T02:27:02.049+03:00 level=INFO msg="request completed" request_id=req-000973 method=GET path=/api/health route=/api/health status=200 duration_ms=0 pod=Sanctuary client_ip=::1
